ax_mean,ax_var,ay_mean,ay_var,az_mean,az_var,gx_mean,gx_var,gy_mean,gy_var,gz_mean,gz_var,mag_mean,mag_var,label
-0.001892407,0.000933353,0.004446781,0.001300712,-0.002134204,-0.001838596,5.875765569551258e-06,3.947669873747724e-05,0.00025363,0.00143198,0.000226563,0.000294681,0.014618533,0.000109507,HANDSTILL
-0.001858065,0.000951039,0.00468895,0.013790845,-0.000154119,0.001413188,1.318155563260471e-05,2.114801045140457e-05,0.000171662,0.001679488,0.000291781,0.000622992,0.012555469,7.469490238044924e-05,HANDSTILL
-0.001671303,0.001102691,0.00464736,0.009005975,0.001767857,0.000143273,1.1454969084250779e-05,1.5803949210541386e-05,0.000143055,0.001451192,0.000222868,0.000491293,0.011456590476877833,6.46680070182233e-05,HANDSTILL
-0.001742928,0.000887007,0.00450576,-0.002907926,0.001371624,-0.001869331,5.495984382392088e-06,4.177627112191335e-06,3.824786211069122e-05,0.00037724,0.000148171,6.877495669717792e-05,0.007391016,1.7420810597464334e-05,HANDSTILL
-0.001871912,0.000959729,0.004597058,0.000583062,0.00112673,-0.000722951,5.495096512422826e-06,3.896460860927543e-06,2.6874794370660092e-05,0.000243628,0.000110392,4.234468031119598e-05,0.007027194,1.2442975659940028e-05,HANDSTILL
-0.001927106,0.001030846,0.004249804,-0.001354476,-0.000262762,0.000394655,3.891606428963787e-06,3.0232845478546345e-06,2.9303059891889375e-05,0.000165774,7.588130428787264e-05,3.538584603678459e-05,0.006846942,1.2174555539361941e-05,HANDSTILL
-0.001467229,0.001231501,0.003859223,0.002655249,0.000483958,0.001809161,2.6827568041739437e-06,2.918358319900959e-06,2.4063026279019125e-05,0.00023128,7.863466345945025e-05,7.543252195302897e-05,0.006087909,1.1164462234112807e-05,HANDSTILL
-0.001202599,0.00146638,0.004288595,0.000308524,-0.001029208,0.001019094,2.5613685519501915e-06,3.6582455637967986e-06,2.327553791100282e-05,0.000251181,0.000111079,8.527408546608065e-05,0.00619178,1.3145576712955358e-05,HANDSTILL
-0.001310234,0.001291322,0.003697576,-0.001346121,-0.000607834,0.000273367,1.6474706682910678e-06,3.4539325029423216e-06,3.235285078439814e-05,0.000156328,7.01809011599392e-05,2.2644124510308505e-05,0.006235149,1.5633465431742613e-05,HANDSTILL
-0.00131605,0.001252199,0.003333024,0.002169329,0.000471176,0.000806153,1.3397904990410214e-06,3.1695283711867936e-06,3.1684438492131816e-05,0.000146762,6.402776281829016e-05,1.5129383757175821e-05,0.005947474,1.5230358990485869e-05,HANDSTILL
-0.001342533,0.00138889,0.004038433,0.002383499,0.000194897,0.000983988,2.3744387471273363e-06,3.0892536706725468e-06,2.5673203734563945e-05,0.000133403,6.956540222234034e-05,1.6078629264607582e-05,0.006001474,1.5159551487379152e-05,HANDSTILL
-0.001273258,0.001309111,0.003951246,0.000330252,0.001608348,-0.000116357,2.524139524079082e-06,2.988845695534668e-06,2.4599898183991063e-05,0.000122499,4.3623227181924916e-05,1.5366522507005814e-05,0.005973352,1.33792459785096e-05,HANDSTILL
-0.0011276,0.001317634,0.003743756,-0.002870885,-0.001278879,-0.000859357,2.2367760223294886e-06,3.973344058384007e-06,3.0595259458006276e-05,0.000131379,5.2435149986646775e-05,1.5812554037112456e-05,0.006257794,1.4668745794781593e-05,HANDSTILL
-0.001142968,0.001310118,0.003645828,-0.001493819,-0.001625269,0.000888252,2.0301012649560217e-06,3.6406610847914697e-06,2.7123132765284095e-05,0.000136517,4.479950756876967e-05,1.3866676539299694e-05,0.006052073,1.2481157626310028e-05,HANDSTILL
-0.001204096,0.001362144,0.003795888,0.000365757,1.4677075960211217e-05,0.002206093,3.362360435415701e-06,3.2483510722143617e-06,2.0273403028696893e-05,0.000126546,5.225715797632684e-05,3.3037908595612236e-05,0.00580915,1.0851944277167035e-05,HANDSTILL
-0.001179778,0.001498885,0.003883614,-1.27E-05,0.000245881,0.000700441,3.395990113001867e-06,3.5207988834627223e-06,2.672896097757167e-05,0.000129,5.0414981724417405e-05,3.800693666773967e-05,0.00627565,1.298295071452569e-05,HANDSTILL
-0.001081882,0.001597573,0.003656046,0.000376593,0.001251248,8.896959712728605e-05,1.4522089746801342e-06,2.6024541732552857e-06,1.955708145145621e-05,7.852445466672119e-05,2.6725466689801735e-05,1.2420106472719814e-05,0.005503655,1.0410901934073977e-05,HANDSTILL
-0.00098816,0.00167035,0.003291636,0.000952756,0.000857236,0.000651398,1.3018230162632577e-06,2.260583143329179e-06,1.2716050712418609e-05,8.056028017192279e-05,5.391237674798241e-05,1.662762405630113e-05,0.004809618,7.747424550110801e-06,HANDSTILL
-0.000909547,0.001650407,0.003215461,-0.000326445,0.000805476,-0.000361465,1.5652513166205078e-06,4.94306683541292e-06,3.481803894883661e-05,0.000180416,8.472497386669207e-05,2.056634169642685e-05,0.006212098,1.6626501073443005e-05,HANDSTILL
-0.001009455,0.001685451,0.003087501,-0.000804305,0.00074378,-0.000320406,1.7143231340016567e-06,5.054702676856825e-06,3.713518523428403e-05,0.000175303,5.6168758354354826e-05,1.3655160574997215e-05,0.006379568,1.6597724536831553e-05,HANDSTILL
-0.001065421,0.001712509,0.002872801,0.00102648,0.000391857,0.001164413,1.236338266571532e-06,2.1723173036501593e-06,1.6208950016966856e-05,8.078553511791627e-05,1.9514848127476625e-05,7.755833393389987e-06,0.004902564,7.903265887478049e-06,HANDSTILL
-0.000973429,0.001645167,0.003005768,0.001040338,0.000248936,0.000928963,1.018591243379228e-06,2.1249366729051045e-06,2.0742421295393542e-05,8.21520062103681e-05,2.9801192555660678e-05,1.1991161937456335e-05,0.004997967,1.1595057708768177e-05,HANDSTILL
-0.000804305,0.001659636,0.003184966,-0.000120807,0.000635753,0.000253601,2.2462441418418014e-06,2.3981942348608267e-06,2.3407954453330557e-05,9.464246736278237e-05,4.28814190800588e-05,1.3715536585795058e-05,0.005388522,1.2561532978188907e-05,HANDSTILL
-0.000692059,0.001740264,0.003292603,0.000394282,0.000544907,0.000265014,2.5137453287313306e-06,2.398008048792666e-06,1.7913524260076614e-05,8.108570829357636e-05,3.215124044940793e-05,9.902202536739876e-06,0.005177265,1.0369902504644614e-05,HANDSTILL
-0.00074222,0.001703616,0.003213263,0.001310657,0.000990329,0.000789962,2.063970756002186e-06,2.588258072849154e-06,1.8950600122976724e-05,6.821645436496967e-05,3.072170284661227e-05,1.0449483878923506e-05,0.005057185,1.1805966555675472e-05,HANDSTILL
-0.000743311,0.001566776,0.003133263,0.000289433,0.00090253,0.000146463,2.190149188306452e-06,2.272062265903639e-06,1.7901518185563266e-05,5.963167558954754e-05,3.489692107727262e-05,1.579344128622139e-05,0.005001347,1.0174893962400221e-05,HANDSTILL
-0.000712578,0.00157918,0.003089292,0.000208412,0.000429133,-0.000133338,2.093905560288671e-06,2.6087928755998234e-06,2.813202565779631e-05,0.000177321,9.129940285733046e-05,1.9878592623684306e-05,0.005634221,1.3635586029367944e-05,HANDSTILL
-0.000684373,0.001632052,0.002994421,0.002498517,0.002100151,-0.000132591,2.0990205225066844e-06,3.885041773606725e-06,3.182929085033727e-05,0.000216612,0.000110119,2.4225119407112764e-05,0.005980864,1.414114074597377e-05,HANDSTILL
-0.000852447,0.001700457,0.003248147,0.000261338,0.001143777,-0.000497809,2.0584867760327198e-06,6.651790911949248e-06,3.685013377544522e-05,0.000170197,6.346708743077537e-05,2.6834376476377407e-05,0.006437657,1.8285668014213524e-05,HANDSTILL
-0.000868766,0.001678166,0.003406311,-0.004268623,-0.000478825,-0.002460636,5.513566283437989e-06,3.174296523254694e-05,0.000204214,0.001203675,0.000113765,0.000126213,0.012569061719971604,9.866296549445915e-05,HANDSTILL
-0.001396722,0.001454031,0.003187377,-0.016616281,-0.004843441,-0.01543174,2.9570483625269e-05,5.131756278331691e-05,0.000326616,0.002034435,0.000745999,0.003725857,0.017638162037980087,0.000110624,HANDSTILL
-0.002057474,0.001886158,0.003560045,0.005145504,0.000420441,-0.012904652,3.8781168096063436e-05,5.342118706078278e-05,0.000415789,0.003581511,0.001306071,0.004081993,0.019742182159006187,0.000138702,HANDSTILL
-0.002107624,0.001744879,0.003507712,0.020723662391537792,0.008008628,0.000670902,1.7604471033250995e-05,3.220532592170675e-05,0.000290256,0.002089939,0.000640202,0.000475568,0.014671586222281874,0.000144601,HANDSTILL
-0.00194829,0.001032532,0.005328279,-0.071304022,-0.006608927,-0.002529498,2.2624059221555373e-05,1.2851164597547627e-05,0.000105315,0.016056043178252422,0.002088632,0.000297468,0.010173497294694932,7.05427934688915e-05,HANDSTILL
-0.002110555,0.001135364,0.004837161,-0.078931826,-0.006058118,-0.002816815,2.583557365711882e-05,1.5362861482044165e-05,0.000172636,0.017292154523083157,0.002796997,0.000286271,0.012295982649284713,9.178480109242214e-05,HANDSTILL
-0.002323594,0.001153361,0.00240402,0.004955424,0.007320122,-0.000354288,9.02879648326886e-06,1.0967690222023777e-05,0.000131552,0.003095137,0.000849276,8.666023290345997e-05,0.010470613074678892,5.442295562695598e-05,HANDSTILL
-0.002124786,0.001254785,0.004080181,0.014468481,0.002933149,0.000162846,5.777304549289885e-06,8.722108839904585e-06,8.043731980203334e-05,0.000587335,0.000207813,5.2874953550442256e-05,0.009019738,3.6318135937892264e-05,HANDSTILL
-0.002230555,0.001223176,0.0049353,0.004257843,-0.001028358,0.000646783,4.679675066640294e-06,7.4343153559992185e-06,6.892560999013763e-05,0.000263199,0.000123243,3.896034028066827e-05,0.008824692,3.399313376001366e-05,HANDSTILL
-0.002149212,0.001062667,0.004238914,0.002627501,0.000436507,0.000216522,2.0590817570842634e-06,5.015465014537173e-06,4.0246443898531946e-05,0.000161507,4.17764533430243e-05,1.610613485054144e-05,0.007185269,1.940966899033325e-05,HANDSTILL
-0.001521244,0.001341599,0.003601267,0.00412262,0.001437836,0.000655674,2.6016310332113843e-06,1.6596309405158513e-06,1.783620586496401e-05,7.743186284517889e-05,3.862532446840417e-05,1.1836881944144902e-05,0.005467691,9.285018509016971e-06,HANDSTILL
-0.001275372,0.001558419,0.003350513,0.00246996,0.000644826,-0.000617328,2.6687754770263267e-06,2.3591766362200953e-06,2.212615815859488e-05,7.789201446381955e-05,4.311860554967938e-05,1.2205952114568833e-05,0.005616161,1.0894021075154464e-05,HANDSTILL
-0.001212425,0.001638004,0.003284452,0.000451406,-0.000474793,-0.001072096,2.6920148166653878e-06,2.2795438205046983e-06,1.6847782897856705e-05,4.934936211615948e-05,3.745737612174322e-05,1.2137837726247706e-05,0.005380251,7.812895729190645e-06,HANDSTILL
-0.001079704,0.001765126,0.00287521,0.000658044,-0.000238633,-7.16E-05,3.0986548086772647e-06,1.8074621314312023e-06,1.5517241358418722e-05,4.965029969759273e-05,3.4366724331215364e-05,1.2691748354063742e-05,0.005095584,7.00664702056043e-06,HANDSTILL
-0.001180898,0.001776253,0.002767719,0.000148932,-0.001604285,0.000423054,2.4701884419861314e-06,1.9136814351255816e-06,1.952626447293967e-05,6.059036148670524e-05,2.8169812676358856e-05,1.0018398099007077e-05,0.005257268,8.48113176314233e-06,HANDSTILL
-0.001154745,0.001730343,0.002865775,0.000546755,-0.000567048,0.000233535,1.8304681777753085e-06,1.95577235048598e-06,1.9395124455711985e-05,6.549492931911821e-05,3.143750879774026e-05,1.0464125510030239e-05,0.005224841,8.4225927475696e-06,HANDSTILL
-0.001110639,0.001858084,0.002891062,-0.000433559,0.000193712,-0.00026031,3.275452291727009e-06,2.7592564494568145e-06,2.632718261262846e-05,9.03811752755434e-05,4.9008129827670264e-05,1.537619531571357e-05,0.005643972,1.3551705442662428e-05,HANDSTILL
-0.001060234,0.001929465,0.003005958,-0.002279947,-0.001955262,0.000373863,3.82741227909269e-06,2.9587471503144697e-06,2.8011154047928175e-05,8.940383068771257e-05,6.185715910679142e-05,1.4534001970126788e-05,0.005799697,1.5043543083476942e-05,HANDSTILL
-0.000976137,0.001899165,0.002930693,-0.001742865,-0.001748229,0.00063061,1.98608247646057e-06,1.9862421116200905e-06,2.018338112903279e-05,6.936495056252454e-05,4.357408755185645e-05,1.0908781163993992e-05,0.005259531,9.641668552927147e-06,HANDSTILL
-0.001062679,0.00190666,0.002941405,-0.000790411,7.896369585068887e-05,-0.000129403,1.6069566468938257e-06,2.1389773395252344e-06,2.353230655151901e-05,9.327169909205587e-05,3.153916929810031e-05,1.1553394988099858e-05,0.005474386,1.0725844649509218e-05,HANDSTILL
-0.001184709,0.001795557,0.003073674,4.72785253077777e-05,0.000361008,-4.79E-05,1.5283674924045657e-06,1.9412665644096787e-06,1.9962323648367942e-05,7.93279205776988e-05,3.587021369993956e-05,9.204079943819988e-06,0.005323714,9.16506277869877e-06,HANDSTILL
-0.001201032,0.001736792,0.00288797,-0.000151561,-0.000825081,0.000569125,2.703854988787456e-06,2.487078807108307e-06,2.6317645381616813e-05,9.046921057026227e-05,4.608021585013574e-05,7.616970598840977e-06,0.005751126,1.1232427685206044e-05,HANDSTILL
-0.001170609,0.001760713,0.002962146,-0.001131574,-0.00053904,0.000237227,2.581201334957449e-06,2.938971961726967e-06,2.7266928031062245e-05,9.695587002354416e-05,4.982023475925421e-05,1.1447017926416848e-05,0.00571962,1.3317791695866576e-05,HANDSTILL
-0.001093778,0.001784846,0.003283568,-0.000819083,8.642180910101036e-05,-0.000132323,1.3846076162432288e-06,1.7906252763121838e-06,1.0278606424784604e-05,3.8577384166279036e-05,4.5698879848816365e-05,1.0667412131487931e-05,0.004692283,6.600169822612664e-06,HANDSTILL
-0.000907487,0.001794392,0.002901352,0.000181657,-0.000856134,2.5323070585724733e-05,1.8112010324742585e-06,2.7741247548717685e-06,3.1134682462608504e-05,0.000102787,5.9610718470000575e-05,9.98030595543088e-06,0.005784307,1.4723013214235813e-05,HANDSTILL
-0.000822117,0.00187589,0.002805957,-0.000177593,-0.001173026,0.000275638,1.6853151958868938e-06,3.7643138120766745e-06,3.7128139065179444e-05,0.000122257,7.41783430109525e-05,1.2339453905077099e-05,0.006167954,1.6602348159326152e-05,HANDSTILL
-0.00085259,0.001965662,0.002947343,-0.000942124,6.9960237306072e-05,0.000438382,1.8931629462853709e-06,3.208556583673718e-06,2.1004907973057513e-05,7.493844220296231e-05,5.879784077169425e-05,9.8141259020711e-06,0.005363424,1.0617879580145954e-05,HANDSTILL
-0.000860346,0.001747009,0.002992826,0.000477133,-7.61E-05,0.001261501,2.4596033203793144e-06,3.3450883558838015e-06,2.4858115640694867e-05,9.13804280469004e-05,8.611700136293841e-05,1.2706195537834725e-05,0.005488102,1.3292793148773863e-05,HANDSTILL
-0.000842037,0.001635932,0.003094548,0.000501822,7.934301014755996e-05,0.001244786,2.236964902792006e-06,2.688874861497531e-06,1.9616801010240114e-05,7.194512161312509e-05,8.806794347967679e-05,1.1972219263132739e-05,0.005104923,1.1443934035258631e-05,HANDSTILL
-0.000802033,0.001763496,0.003054698,-0.00095482,0.00111694,1.4710891991839555e-06,1.7564459072545472e-06,2.305419756916604e-06,1.68943987647056e-05,5.805635332536127e-05,3.7356463504880344e-05,7.795396947050505e-06,0.004882778,1.019909769272652e-05,HANDSTILL
-0.000707624,0.001788343,0.003074683,-0.000834975,0.000307739,-0.000221743,1.6410494016452748e-06,2.4689517112430907e-06,1.9595440466584136e-05,6.978470330970658e-05,2.9557782184793584e-05,9.122497992107229e-06,0.00507148,1.113811545560046e-05,HANDSTILL
-0.000610396,0.001721893,0.003220421,-0.000210453,-0.000135725,-0.000218736,1.5994330192809351e-06,2.2067228854364023e-06,2.1198854410719726e-05,7.461558313280603e-05,2.7711744334987766e-05,8.493818599602266e-06,0.005249159,1.1159953045671081e-05,HANDSTILL
-0.000552149,0.001699577,0.00329936,-0.000174421,-0.000318765,0.000203728,1.2927698653892218e-06,2.264309968968384e-06,2.4588840289924436e-05,8.591730270036754e-05,2.9606732792204247e-05,7.808024921178187e-06,0.005391083,1.3161352584191659e-05,HANDSTILL
-0.000485696,0.001717886,0.003293079,-0.001018454,-0.000540608,0.000313758,1.3579580624380766e-06,2.1896325663827813e-06,2.0852033816001502e-05,8.06481938547431e-05,2.688154778893829e-05,7.909103926863385e-06,0.005069614,1.2730041614755184e-05,HANDSTILL
-0.000483337,0.001681989,0.003180206,-0.000596232,-2.04E-06,-2.37E-05,1.4433364963930102e-06,1.6492436573755967e-06,1.2953412981131237e-05,5.2323526105840425e-05,2.3263075863918874e-05,7.674733620316522e-06,0.004601834,8.04552754723159e-06,HANDSTILL
-0.000551581,0.00175858,0.003063132,0.000433314,0.000888277,0.000186746,1.0825111422060465e-06,1.5938724707126105e-06,1.3086819415244626e-05,4.554971336623032e-05,2.786164375570426e-05,7.736704427997624e-06,0.004684919,6.594353617022487e-06,HANDSTILL
-0.000491722,0.001701307,0.002950377,0.001055993,1.664429146330166e-05,0.000480088,1.1101189682952526e-06,2.28113402341238e-06,1.7384511456166246e-05,6.202716705549648e-05,3.0866856388544415e-05,9.393917600196985e-06,0.004888756,8.716790240700946e-06,HANDSTILL
-0.000431934,0.001586618,0.002906216,-0.001022237,-0.000258739,-5.36E-05,1.61655298667377e-06,2.260442636762099e-06,2.1219750469084613e-05,8.428069288611938e-05,3.0294719703532374e-05,9.30076721566727e-06,0.005021502,1.1031285181973092e-05,HANDSTILL
-0.000475245,0.001664088,0.003127079,-0.001178026,0.000761332,-0.000280753,1.6768314429638226e-06,1.632006282282414e-06,1.8634420554437315e-05,7.087364586153106e-05,2.4180460008320737e-05,6.939949763494715e-06,0.004963448,1.008111444389731e-05,HANDSTILL
-0.000559044,0.001769719,0.003240802,0.000450826,-0.0004944,-2.89E-05,1.306201526135572e-06,2.65984119401131e-06,1.7623331702566947e-05,6.424570399143251e-05,2.506295308752464e-05,9.313153034437458e-06,0.005241448,8.063834074747338e-06,HANDSTILL
